GEOID,NAME,B01002_001_estimate,B01003_001_estimate,B02001_001_estimate,B02001_003_estimate,med_inc_estimate,B25003_002_estimate,B25003_003_estimate,S1701_C03_001_estimate,B01002_001_moe,B01003_001_moe,B02001_001_moe,B02001_003_moe,med_inc_moe,B25003_002_moe,B25003_003_moe,S1701_C03_001_moe
36005028900,Census Tract 289; Bronx County; New York,35.9,4865,4865,485,53138,424,1532,29.8,5.7,671,671,351,6081,145,238,9.9
36005029301,Census Tract 293.01; Bronx County; New York,61.8,1862,1862,164,137917,787,72,1.3,5,172,172,81,45935,61,30,1.2
36005029302,Census Tract 293.02; Bronx County; New York,47.5,5475,5475,620,121250,1699,883,8.4,6.8,896,896,385,19342,319,244,9.4
36005029500,Census Tract 295; Bronx County; New York,44.2,4609,4609,508,95435,1119,959,15.8,5,642,642,274,15362,210,223,11
36005029600,Census Tract 296; Bronx County; New York,34.6,2171,2171,192,55486,172,709,11.1,2.9,345,345,97,4837,68,128,5.5
36005029700,Census Tract 297; Bronx County; New York,52.8,4047,4047,446,97132,1059,757,3.1,6.2,400,400,253,28897,113,289,1.4
36005030000,Census Tract 300; Bronx County; New York,39,6702,6702,700,90307,941,1523,15.3,2.7,929,929,478,17607,233,315,8.6
36005030100,Census Tract 301; Bronx County; New York,57.1,1567,1567,140,81351,355,302,6.3,8.2,188,188,69,8093,71,97,4.8
36005030201,Census Tract 302.01; Bronx County; New York,44.7,3522,3522,2031,68948,566,1009,10.5,6.7,660,660,541,9683,198,259,7.4
36005030202,Census Tract 302.02; Bronx County; New York,47.5,5417,5417,4030,59107,997,1545,9.7,3.9,1136,1136,1161,19338,260,361,4.4
36005030701,Census Tract 307.01; Bronx County; New York,44.2,5586,5586,641,134700,1130,1196,2.3,3.8,945,945,420,12528,199,214,1.5
36005030900,Census Tract 309; Bronx County; New York,70,3562,3562,253,116417,675,678,3.5,3.3,311,311,120,57884,102,177,3.3
36005031000,Census Tract 310; Bronx County; New York,54,4572,4572,745,121617,896,393,5.3,7.3,641,641,232,32163,186,145,2.8
36005031200,Census Tract 312; Bronx County; New York,34.1,1775,1775,373,118529,349,237,4,4.1,409,409,208,24216,82,68,2.1
36005031400,Census Tract 314; Bronx County; New York,42.7,2244,2244,367,115368,464,153,3,3.7,338,338,105,26894,81,105,2
36005031600,Census Tract 316; Bronx County; New York,45.1,1907,1907,213,97202,395,314,13.3,5.7,313,313,146,31389,93,130,9.4
36005031800,Census Tract 318; Bronx County; New York,52.6,1924,1924,463,91625,463,94,11.1,8.6,316,316,317,22304,68,46,9.4
36005032300,Census Tract 323; Bronx County; New York,60,4583,4583,391,96678,1703,953,5.8,6.6,490,490,234,9362,340,233,3.2
36005032400,Census Tract 324; Bronx County; New York,41.2,3091,3091,698,40239,177,1078,29.4,8.7,637,637,263,19204,159,209,13.5
36005032600,Census Tract 326; Bronx County; New York,44.9,3350,3350,537,104870,468,572,10.1,8.9,566,566,261,12026,111,183,7.1
36005032800,Census Tract 328; Bronx County; New York,35.3,4003,4003,742,46648,192,1254,23.4,3.9,671,671,341,15196,80,199,8
36005033000,Census Tract 330; Bronx County; New York,37,5278,5278,1435,44785,241,1935,22.4,6.2,900,900,607,11858,119,267,11.9
36005033201,Census Tract 332.01; Bronx County; New York,44.7,5059,5059,426,37898,465,1930,26.7,5.1,922,922,165,26009,163,453,11.9
36005033202,Census Tract 332.02; Bronx County; New York,50.9,3664,3664,827,42114,341,1294,19.3,7.3,477,477,166,9443,133,173,7.7
36005033500,Census Tract 335; Bronx County; New York,37.1,2085,2085,260,107054,374,353,16.1,2.9,217,217,138,34074,75,113,8.4
36005033601,Census Tract 336.01; Bronx County; New York,37.4,5005,5005,2315,27674,44,2110,43.7,7.8,693,693,661,13510,46,245,10.5
36005033602,Census Tract 336.02; Bronx County; New York,46.3,1269,1269,559,58947,306,264,17.4,17.8,330,330,319,12940,99,103,15.8
36005033700,Census Tract 337; Bronx County; New York,51.5,2570,2570,85,144886,697,244,4.3,9.2,472,472,63,37518,146,75,2.2
36005033801,Census Tract 338.01; Bronx County; New York,28.9,2262,2262,860,68330,186,756,18.9,5.2,409,409,295,3307,72,273,9.1
36005033802,Census Tract 338.02; Bronx County; New York,31,1829,1829,636,69960,23,554,25.7,2.6,527,527,220,15415,29,105,18.1
36005034000,Census Tract 340; Bronx County; New York,33,5580,5580,2208,64727,420,1423,15.5,4.5,847,847,636,15378,148,253,6.8
36005034200,Census Tract 342; Bronx County; New York,34.3,1639,1639,966,67809,242,395,12.5,9.5,439,439,443,6582,51,170,7.6
36005034300,Census Tract 343; Bronx County; New York,40.4,1800,1800,121,87950,302,293,2.5,10,286,286,47,17207,75,73,3
36005034400,Census Tract 344; Bronx County; New York,39,1993,1993,1211,73438,375,252,29.8,7.6,529,529,496,26741,74,129,22.8
36005034500,Census Tract 345; Bronx County; New York,44.6,3816,3816,405,118583,811,673,11.9,3.2,670,670,158,19607,198,129,3.9
36005034800,Census Tract 348; Bronx County; New York,34.6,6177,6177,3051,47593,739,1337,26.3,10.3,1213,1213,1015,15335,266,304,12.8
36005035000,Census Tract 350; Bronx County; New York,38.6,2093,2093,1460,69178,338,365,6.5,4.9,394,394,394,17264,72,178,4.8
36005035100,Census Tract 351; Bronx County; New York,29.9,3836,3836,355,110513,565,773,9.3,4.1,477,477,156,22645,105,218,6.8
36005035600,Census Tract 356; Bronx County; New York,33.9,2195,2195,1787,98523,408,250,9.1,3.1,405,405,414,53613,86,102,6.8
36005035800,Census Tract 358; Bronx County; New York,40.5,7781,7781,5468,85804,1754,957,12.7,4.3,1281,1281,1171,12595,507,253,6.1
36005035900,Census Tract 359; Bronx County; New York,30.9,2814,2814,834,24823,67,1108,51.9,2.5,373,373,199,3515,59,161,9.9
36005036000,Census Tract 360; Bronx County; New York,48.8,3176,3176,1822,96250,690,268,5.2,7.1,494,494,466,20902,126,92,3.2
36005036100,Census Tract 361; Bronx County; New York,31.3,5672,5672,2296,24728,15,2149,51.9,3.8,947,947,888,15806,26,237,13
36005036300,Census Tract 363; Bronx County; New York,35.3,6601,6601,2705,26524,153,2215,42.5,7.8,1152,1152,798,11492,136,313,11.6
36005036400,Census Tract 364; Bronx County; New York,40.4,2489,2489,2268,62188,480,364,7.1,4.6,411,411,441,31980,84,145,3.8
36005036501,Census Tract 365.01; Bronx County; New York,31.8,4196,4196,2363,41287,32,1375,30.5,2.4,696,696,718,6712,55,159,10.5
36005036502,Census Tract 365.02; Bronx County; New York,29.7,2600,2600,964,31729,36,745,39.3,5.8,538,538,283,6082,33,71,13.2
36005036800,Census Tract 368; Bronx County; New York,31.3,2282,2282,1312,66563,416,210,24.9,8.7,443,443,377,41509,148,62,12.2
36005036901,Census Tract 369.01; Bronx County; New York,31.1,2036,2036,721,25469,79,671,41.9,3,373,373,358,11949,94,70,13.6
36005036902,Census Tract 369.02; Bronx County; New York,27.2,2399,2399,1239,15000,47,775,55.9,1.8,257,257,259,11115,33,76,12.6
36005037000,Census Tract 370; Bronx County; New York,35.1,2479,2479,1809,82039,394,289,15.5,5.1,487,487,412,18278,88,74,8
36005037100,Census Tract 371; Bronx County; New York,37.3,4099,4099,2094,21250,156,1575,27.8,5.2,635,635,456,16289,81,221,9.5
36005037200,Census Tract 372; Bronx County; New York,36.7,2264,2264,987,68030,267,574,13.9,5.6,414,414,253,5993,87,77,6.6
36005037300,Census Tract 373; Bronx County; New York,27,6404,6404,3157,50232,218,1844,32.3,5.4,1379,1379,918,19185,154,424,11.7
36005037400,Census Tract 374; Bronx County; New York,32.6,3649,3649,1592,36398,242,1236,29.3,4.2,786,786,453,7332,184,127,10.3
36005037504,Census Tract 375.04; Bronx County; New York,30.6,3790,3790,1613,29330,1,1393,34.1,4.5,556,556,380,19809,12,172,13.9
36005037600,Census Tract 376; Bronx County; New York,42.4,2028,2028,795,69345,267,486,21.4,4.1,291,291,229,14945,65,117,8.3
36005037800,Census Tract 378; Bronx County; New York,34.1,2882,2882,1522,43333,177,965,19.8,7.4,600,600,411,33961,61,142,8.5
36005037900,Census Tract 379; Bronx County; New York,29.1,6374,6374,4375,35431,82,1848,41,4.4,1249,1249,1295,15978,54,266,10.7
36005038000,Census Tract 380; Bronx County; New York,36.5,4327,4327,2746,41942,649,1288,39.9,5,610,610,457,8280,159,190,11.1
36005038100,Census Tract 381; Bronx County; New York,32.3,7644,7644,3477,36722,50,2569,37.9,4.7,1157,1157,913,9356,58,367,12.1
36005038200,Census Tract 382; Bronx County; New York,37.3,2879,2879,2048,73077,523,435,18.2,8.5,471,471,511,29608,126,88,5.7
36005038301,Census Tract 383.01; Bronx County; New York,31.1,4970,4970,1076,47394,31,1627,24.7,5,511,511,251,9476,33,210,7.5
36005038303,Census Tract 383.03; Bronx County; New York,26.2,3730,3730,1756,26837,31,1176,33.7,8.3,689,689,536,8941,50,146,12.4
36005038304,Census Tract 383.04; Bronx County; New York,28.5,2138,2138,898,20625,52,736,50.4,7.9,420,420,274,11495,71,245,12.1
36005038500,Census Tract 385; Bronx County; New York,25.8,5401,5401,1907,24605,63,1673,59.5,6,800,800,513,3984,62,185,10.9
36005038600,Census Tract 386; Bronx County; New York,38.4,8233,8233,6378,62340,921,1962,22,10.1,1412,1412,1733,15906,380,253,8.5
36005038700,Census Tract 387; Bronx County; New York,27.6,3707,3707,606,42174,43,1405,36.6,4.5,526,526,255,9316,43,163,11.8
36005038800,Census Tract 388; Bronx County; New York,32.5,2967,2967,1824,63341,560,421,25.7,2.5,443,443,437,14588,137,89,10.6
36005038900,Census Tract 389; Bronx County; New York,27.8,5440,5440,642,42574,27,1807,39.8,3.9,688,688,288,12282,28,275,8.5
36005039000,Census Tract 390; Bronx County; New York,41.5,2953,2953,1838,59758,185,891,14.2,10.3,712,712,447,30577,78,219,8.8
36005039100,Census Tract 391; Bronx County; New York,35.4,7187,7187,831,31769,162,2734,30.8,4,1339,1339,680,8812,173,391,10.7
36005039200,Census Tract 392; Bronx County; New York,36.8,1758,1758,1251,61458,164,499,14.9,2.9,284,284,293,8186,63,100,7.4
36005039300,Census Tract 393; Bronx County; New York,31.2,8678,8678,3356,31107,103,2927,26.2,2.6,1438,1438,1229,8915,93,281,8.2
36005039400,Census Tract 394; Bronx County; New York,34.8,4613,4613,2446,62712,242,1409,27.9,4.9,688,688,635,22279,137,212,12.1
36005039500,Census Tract 395; Bronx County; New York,31.9,4597,4597,1771,23194,135,1603,41.1,3.9,981,981,449,13926,75,379,11.6
36005039600,Census Tract 396; Bronx County; New York,36.6,4205,4205,2543,41547,342,1143,20.2,4.3,691,691,596,5113,119,170,7.3
36005039700,Census Tract 397; Bronx County; New York,20.1,3771,3771,281,35493,13,426,34.6,0.4,148,148,127,17636,15,53,12.8
36005039800,Census Tract 398; Bronx County; New York,30.7,3802,3802,2739,51629,622,599,27.1,8.3,876,876,585,32355,105,262,17.2
36005039901,Census Tract 399.01; Bronx County; New York,31.6,5120,5120,799,39524,0,1660,24.7,4.3,730,730,218,4398,19,214,8.5
36005039902,Census Tract 399.02; Bronx County; New York,30.5,5589,5589,804,50534,19,1737,20.6,3.2,837,837,247,6535,23,225,6.6
36005040100,Census Tract 401; Bronx County; New York,33,4759,4759,888,26406,11,2092,38.3,4.2,711,711,380,4165,18,459,10.8
36005040302,Census Tract 403.02; Bronx County; New York,33.1,4921,4921,423,40938,17,1602,38,2.9,1470,1470,211,11135,22,387,17.6
36005040303,Census Tract 403.03; Bronx County; New York,31.8,4291,4291,701,39023,116,1290,25.3,2.2,438,438,256,4640,54,100,7.4
36005040304,Census Tract 403.04; Bronx County; New York,29.6,3766,3766,542,33218,19,1267,33.5,3.2,578,578,287,6315,19,142,12.3
36005040400,Census Tract 404; Bronx County; New York,36.4,3310,3310,2469,83333,611,503,5,6,674,674,631,39722,165,172,3.2
36005040501,Census Tract 405.01; Bronx County; New York,36.3,4047,4047,429,42037,51,1390,35.6,6.5,645,645,191,9615,51,142,10
36005040502,Census Tract 405.02; Bronx County; New York,31.9,6590,6590,1815,39486,125,2352,29.5,2.3,1069,1069,747,9333,78,298,8.4
36005040600,Census Tract 406; Bronx County; New York,32.8,3770,3770,2695,48157,452,901,18.1,9.5,646,646,597,7106,191,221,7.7
36005040701,Census Tract 407.01; Bronx County; New York,36,3055,3055,570,50068,6,1252,30.4,4.5,627,627,226,8554,11,304,11.9
36005040702,Census Tract 407.02; Bronx County; New York,35.5,7046,7046,1401,34724,71,2811,20.1,6.1,831,831,537,7141,61,353,8.1
36005040800,Census Tract 408; Bronx County; New York,29.8,4907,4907,2523,35476,212,1412,22.8,2.2,851,851,810,11419,92,245,8.3
36005040900,Census Tract 409; Bronx County; New York,43.9,3460,3460,2290,58466,345,1035,5.2,4,562,562,555,11181,111,166,4.7
36005041100,Census Tract 411; Bronx County; New York,40.3,3752,3752,632,42484,115,1338,18.7,3.9,680,680,239,13203,96,265,7.8
36005041300,Census Tract 413; Bronx County; New York,31.5,8232,8232,816,62386,340,2713,22.3,2.2,1088,1088,359,7639,122,314,7.4
36005041400,Census Tract 414; Bronx County; New York,43.3,4842,4842,2721,63603,678,1185,8.9,9,675,675,640,19550,230,262,5.9
36005041500,Census Tract 415; Bronx County; New York,38.7,5627,5627,891,42188,246,2140,24.3,4.4,827,827,321,13427,122,327,8.3
36005041800,Census Tract 418; Bronx County; New York,34,3899,3899,1819,58090,324,949,16,3.2,803,803,821,16120,121,226,8.9
36005041900,Census Tract 419; Bronx County; New York,35.2,6320,6320,1212,49667,48,2626,30.4,2.8,601,601,549,12082,45,255,10.6
36005042000,Census Tract 420; Bronx County; New York,36.7,4396,4396,2186,32672,51,1575,43.1,6.8,784,784,683,13153,49,366,12.3
36005042100,Census Tract 421; Bronx County; New York,29.4,5621,5621,627,52714,149,1871,26.3,2.7,914,914,352,11091,73,202,9.3
36005042200,Census Tract 422; Bronx County; New York,43.7,2860,2860,2056,72091,555,628,7.3,5.3,712,712,658,24865,215,205,5.1
36005042300,Census Tract 423; Bronx County; New York,31.9,4627,4627,811,63723,33,1326,22.7,3.2,551,551,359,12254,34,137,7.5
36005042400,Census Tract 424; Bronx County; New York,31.9,2682,2682,1884,97083,473,320,8.4,10,602,602,359,15909,79,109,4.8
36005042500,Census Tract 425; Bronx County; New York,35.4,5890,5890,502,42839,71,2177,21.1,2.1,870,870,252,11587,65,241,7.2
36005042600,Census Tract 426; Bronx County; New York,45.7,6844,6844,4787,87763,1374,770,9.7,4.3,1560,1560,919,26769,315,354,6
36005042800,Census Tract 428; Bronx County; New York,50.7,2014,2014,1354,104205,582,171,13.9,12.5,456,456,262,39769,218,66,9.6
36005042901,Census Tract 429.01; Bronx County; New York,33.6,3048,3048,487,41658,37,1209,30.4,6.3,596,596,307,17794,34,198,13.5
36005042902,Census Tract 429.02; Bronx County; New York,40.4,4043,4043,1379,48162,108,1592,17.5,3.9,442,442,334,12771,53,141,6.9
36005043000,Census Tract 430; Bronx County; New York,44.4,3532,3532,2337,78482,803,499,16,15.3,922,922,850,43291,184,366,9.8
36005043101,Census Tract 431.01; Bronx County; New York,39.3,5578,5578,1431,39792,23,1837,35.3,4.1,1280,1280,454,23931,41,281,17
36005043102,Census Tract 431.02; Bronx County; New York,38.9,4532,4532,1359,38569,207,1578,29.2,7,840,840,451,9134,107,214,11.8
36005043400,Census Tract 434; Bronx County; New York,41.4,3946,3946,2182,71849,585,869,25,6.7,510,510,489,17668,212,170,10.4
36005043501,Census Tract 435.01; Bronx County; New York,25.8,1083,1083,442,26523,0,451,45.3,4,153,153,112,8451,13,74,13.6
36005043503,Census Tract 435.03; Bronx County; New York,38.3,16,16,0,88438,0,13,18.8,27.2,9,9,13,56924,13,8,32.4
36005043600,Census Tract 436; Bronx County; New York,39.4,1891,1891,1192,60536,331,367,21.6,9.1,334,334,366,17829,113,100,12.2
36005044200,Census Tract 442; Bronx County; New York,41.1,3947,3947,3033,40089,617,636,38.8,5.9,1093,1093,1102,34023,282,112,22.8
36005044400,Census Tract 444; Bronx County; New York,40.9,4504,4504,3037,99960,917,438,11.9,10.4,921,921,638,30009,214,212,10.6
36005044800,Census Tract 448; Bronx County; New York,36.3,2361,2361,1983,102250,454,243,16.4,1.7,462,462,442,75527,112,144,6.7
36005044901,Census Tract 449.01; Bronx County; New York,39.1,1815,1815,139,98007,407,388,5.5,7.9,309,309,134,29873,93,100,3.9
36005044902,Census Tract 449.02; Bronx County; New York,32.4,2146,2146,104,88264,281,608,12.8,5.1,351,351,113,18701,61,121,7.2
36005045101,Census Tract 451.01; Bronx County; New York,47.9,1541,1541,56,73021,210,695,0.7,13.3,312,312,42,25761,54,278,0.8
36005045102,Census Tract 451.02; Bronx County; New York,37.4,2027,2027,130,93510,491,411,4,2.6,411,411,89,7689,103,131,2.4
36005045600,Census Tract 456; Bronx County; New York,43.9,3518,3518,2089,114525,707,451,1.4,7.5,589,589,550,21129,179,211,1.4
36005045800,Census Tract 458; Bronx County; New York,25.2,5315,5315,2160,27753,0,2014,35.4,3.5,839,839,668,14590,19,261,12.7
36005046000,Census Tract 460; Bronx County; New York,37.8,2739,2739,2018,40500,152,792,26.6,4.4,574,574,609,16322,86,210,11.3
36005046203,Census Tract 462.03; Bronx County; New York,50.4,7762,7762,5018,41371,1252,1956,13.8,10.6,1569,1569,1385,15000,411,655,7.9
36005046204,Census Tract 462.04; Bronx County; New York,36.8,6483,6483,3860,73104,1064,1284,10.5,11.1,1507,1507,1108,26787,325,375,6
36005046205,Census Tract 462.05; Bronx County; New York,62.2,2702,2702,1434,46401,852,1074,9.4,4.8,556,556,632,12979,328,389,10.8
36005046206,Census Tract 462.06; Bronx County; New York,52.6,4094,4094,2359,48475,878,1066,5.7,18.8,908,908,501,20667,196,399,5.2
36005046207,Census Tract 462.07; Bronx County; New York,43.4,6671,6671,4570,69637,1635,1278,13.3,9.6,1638,1638,1430,28148,472,345,11.2
36005046208,Census Tract 462.08; Bronx County; New York,39.8,5483,5483,4323,88817,663,726,11.1,2.3,962,962,1186,30572,138,308,7.6
36005046209,Census Tract 462.09; Bronx County; New York,26.6,4966,4966,3619,31801,261,1182,42.6,4.1,1502,1502,1420,28784,117,414,19.7
36005048401,Census Tract 484.01; Bronx County; New York,37.9,3815,3815,3112,82451,557,679,5.3,4.5,812,812,818,13006,157,145,4.8
36005051601,Census Tract 516.01; Bronx County; New York,49.4,4292,4292,66,129109,1318,672,4.2,5.3,801,801,77,27791,305,225,2.7
36047000100,Census Tract 1; Kings County; New York,44.3,4974,4974,861,165188,1497,1082,4.6,7.5,637,637,286,52326,231,287,5.1
36047000200,Census Tract 2; Kings County; New York,36.4,1170,1170,42,78942,80,273,26.2,3.3,240,240,34,20427,38,63,14.1
36047000301,Census Tract 3.01; Kings County; New York,38.5,4057,4057,48,193158,948,938,3.8,5.1,692,692,50,61037,215,284,2.9
36047000501,Census Tract 5.01; Kings County; New York,36.1,4432,4432,219,140795,1067,857,6.4,4,409,409,124,33842,305,141,3.8
36047000502,Census Tract 5.02; Kings County; New York,36.9,2774,2774,63,169313,645,822,4.3,4.7,255,255,62,14196,117,149,2.4
36047000700,Census Tract 7; Kings County; New York,36.4,4194,4194,136,180515,769,1096,6.1,1.4,544,544,96,33399,140,153,3.6
36047000900,Census Tract 9; Kings County; New York,34.9,4846,4846,214,218500,650,1720,1.8,1.4,556,556,179,72548,167,439,1.6
36047001100,Census Tract 11; Kings County; New York,31.6,1558,1558,170,166250,93,760,8.6,1.1,241,241,101,46398,52,99,3.8
36047001300,Census Tract 13; Kings County; New York,44.9,2190,2190,142,148542,926,261,10.6,5.4,351,351,98,37578,124,116,7.6
36047001501,Census Tract 15.01; Kings County; New York,30.4,5056,5056,1584,94323,221,1996,15.9,1.6,530,530,383,35884,156,209,7.6
36047001502,Census Tract 15.02; Kings County; New York,30.8,5330,5330,742,130471,467,2400,20,1,726,726,310,10487,134,324,6.2
36047002000,Census Tract 20; Kings County; New York,29.3,1899,1899,48,77969,83,316,12.2,4.9,552,552,57,31911,42,78,10.2
36047002200,Census Tract 22; Kings County; New York,36.4,4224,4224,214,40708,557,1001,25.6,4,810,810,131,5790,169,202,11.5
36047002300,Census Tract 23; Kings County; New York,36.6,4025,4025,1794,21841,55,1467,45.9,10,723,723,600,5839,51,226,15.4
36047002901,Census Tract 29.01; Kings County; New York,31.6,3974,3974,1951,22943,23,1419,47,7.8,551,551,519,5845,37,169,10.6
36047003000,Census Tract 30; Kings County; New York,44.4,1738,1738,19,122861,419,335,5.3,7.4,276,276,19,16651,67,157,2.9
36047003101,Census Tract 31.01; Kings County; New York,35.1,3598,3598,705,173466,593,872,7.5,1.9,412,412,170,36167,118,201,3.8
36047003300,Census Tract 33; Kings County; New York,32,4518,4518,1320,125778,278,2196,14.1,2.8,527,527,330,26910,93,363,6.8
36047003400,Census Tract 34; Kings County; New York,43.3,3566,3566,69,103971,756,632,4.6,7.5,574,574,60,19576,130,209,2.6
36047003500,Census Tract 35; Kings County; New York,37.5,2194,2194,523,142813,257,884,10.2,1.9,259,259,164,26327,64,111,4.5
36047003600,Census Tract 36; Kings County; New York,41.5,3792,3792,155,85183,624,1318,14.4,3.9,446,446,139,12135,127,259,8.4
36047003700,Census Tract 37; Kings County; New York,32.7,4085,4085,367,169709,372,1916,8.6,1.8,451,451,241,21416,189,239,5.4
